Company Name,Sales Growth,ROA,Total Accruals,Operating Cash Flow,CAPEX,R&D,Leverage Ratio,Working Capital Ratio,ForeignOp,ETR,Market-to-Book,Log(Total Assets),Big N,year,Bog Index,Tax Effectiveness,Accounting Analytics Mention,Fama-French industry code (5 industries),nyyear,NYWorking Capital Ratio,NYLeverage Ratio,NYROA,NYBig N,NYCAPEX,NYR&D,NYForeignOp,NYSales Growth,NYMarket-to-Book,NYETR,NYBog Index,NYAccounting Analytics Mention,Log(Total Assets),NYTax Effectiveness,NYTotal Accruals,NYOperating Cash Flow
INSIGHT ENTERPRISES INC,0.056,0.059,-0.046,0.105,0.006,0.000,0.070,1.522,1.000,0.228,1.465,7.929,1.000,2018.000,90.000,0.776,1.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.618,0.220,0.038,1.000,0.017,0.000,1.000,0.092,2.136,0.247,90.000,1.000,8.338,0.741,0.008,0.031
AZENTA INC,0.014,-0.101,-0.159,0.058,0.019,0.075,0.000,2.499,1.000,1.000,1.690,6.531,1.000,2016.000,98.000,0.432,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.398,0.000,0.082,1.000,0.017,0.061,1.000,0.237,3.489,0.162,96.000,0.000,6.642,0.656,-0.044,0.126
AZENTA INC,0.237,0.082,-0.044,0.126,0.017,0.061,0.000,2.398,1.000,0.162,3.489,6.642,1.000,2017.000,96.000,0.656,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,3.426,0.177,0.106,1.000,0.012,0.043,1.000,-0.089,3.450,-1.000,101.000,0.000,6.999,0.589,0.039,0.068
SPEEDWAY MOTORSPORTS INC,0.032,0.026,-0.050,0.076,0.023,0.000,0.170,1.351,0.000,0.354,1.116,7.312,1.000,2016.000,92.000,0.378,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.390,0.151,0.102,1.000,0.018,0.000,0.000,-0.114,0.841,-1.000,91.000,0.000,7.280,0.341,0.039,0.063
SPEEDWAY MOTORSPORTS INC,-0.114,0.102,0.039,0.063,0.018,0.000,0.151,1.390,0.000,-1.000,0.841,7.280,1.000,2017.000,91.000,0.341,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.704,0.139,0.028,1.000,0.024,0.000,0.000,0.018,0.711,0.242,96.000,0.000,7.263,0.374,-0.035,0.063
ACI WORLDWIDE INC,-0.039,0.068,0.016,0.052,0.021,0.089,0.344,1.084,1.000,0.302,2.821,7.551,1.000,2016.000,88.000,0.788,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.311,0.359,0.003,1.000,0.014,0.074,1.000,0.018,3.472,0.882,87.000,0.000,7.529,0.709,-0.076,0.079
ACI WORLDWIDE INC,0.018,0.003,-0.076,0.079,0.014,0.074,0.359,1.311,1.000,0.882,3.472,7.529,1.000,2017.000,87.000,0.709,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.910,0.307,0.032,1.000,0.009,0.068,1.000,-0.014,3.065,0.249,84.000,1.000,7.660,0.654,-0.054,0.087
ACI WORLDWIDE INC,-0.014,0.032,-0.054,0.087,0.009,0.068,0.307,1.910,1.000,0.249,3.065,7.660,1.000,2018.000,84.000,0.654,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.504,0.425,0.021,1.000,0.007,0.045,1.000,0.246,3.889,0.071,96.000,1.000,8.089,0.629,-0.022,0.042
STRATTEC SECURITY CORP,-0.024,0.038,0.004,0.034,0.097,0.002,0.083,2.094,1.000,0.264,1.043,5.490,1.000,2016.000,86.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.900,0.110,0.026,1.000,0.135,0.017,1.000,0.040,0.843,0.261,86.000,0.000,5.612,1.000,-0.058,0.085
STRATTEC SECURITY CORP,0.040,0.026,-0.058,0.085,0.135,0.017,0.110,1.900,1.000,0.261,0.843,5.612,1.000,2017.000,86.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,2.196,0.166,0.040,1.000,0.079,0.016,1.000,0.052,0.685,0.117,83.000,0.000,5.727,1.000,0.017,0.023
DOLLAR TREE INC,0.719,0.018,-0.031,0.049,0.030,0.000,0.455,1.878,0.000,0.370,4.336,9.674,1.000,2016.000,83.000,0.890,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.870,0.393,0.057,1.000,0.036,0.000,0.000,0.337,3.382,0.326,83.000,0.000,9.662,0.832,-0.049,0.107
DOLLAR TREE INC,0.337,0.057,-0.049,0.107,0.036,0.000,0.393,1.870,0.000,0.326,3.382,9.662,1.000,2017.000,83.000,0.832,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.601,0.292,0.105,1.000,0.039,0.000,0.000,0.074,3.800,-0.006,82.000,0.000,9.701,0.380,0.012,0.092
DOLLAR TREE INC,0.074,0.105,0.012,0.092,0.039,0.000,0.292,1.601,0.000,-0.006,3.800,9.701,1.000,2018.000,82.000,0.380,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,2.049,0.316,-0.118,1.000,0.061,0.000,0.000,0.026,4.085,-0.215,80.000,0.000,9.511,0.325,-0.249,0.131
NATIONAL INSTRUMENTS CORP,0.002,0.055,-0.076,0.131,0.030,0.157,0.017,3.209,1.000,0.278,3.574,7.311,1.000,2016.000,87.000,0.629,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,3.321,0.000,0.033,1.000,0.019,0.148,1.000,0.050,4.834,0.644,88.000,0.000,7.357,0.624,-0.110,0.143
NATIONAL INSTRUMENTS CORP,0.050,0.033,-0.110,0.143,0.019,0.148,0.000,3.321,1.000,0.644,4.834,7.357,1.000,2017.000,88.000,0.624,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,3.612,0.000,0.093,1.000,0.021,0.156,1.000,0.054,4.861,0.121,89.000,0.000,7.421,0.630,-0.072,0.164
NATIONAL INSTRUMENTS CORP,0.054,0.093,-0.072,0.164,0.021,0.156,0.000,3.612,1.000,0.121,4.861,7.421,1.000,2018.000,89.000,0.630,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,3.095,0.025,0.098,1.000,0.037,0.165,1.000,-0.004,4.697,0.102,88.000,0.000,7.410,0.650,-0.038,0.136
READING INTL INC  -CL A,0.051,0.023,-0.051,0.074,0.121,0.000,0.353,1.101,1.000,0.299,2.706,6.006,0.000,2016.000,78.000,0.637,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.448,0.289,0.073,0.000,0.156,0.000,1.000,0.022,2.165,0.097,77.000,0.000,6.047,0.785,0.017,0.056
READING INTL INC  -CL A,0.022,0.073,0.017,0.056,0.156,0.000,0.289,0.448,1.000,0.097,2.165,6.047,0.000,2017.000,77.000,0.785,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.448,0.301,0.033,0.000,0.145,0.000,1.000,0.119,1.888,0.191,83.000,0.000,6.085,0.727,-0.042,0.074
READING INTL INC  -CL A,0.119,0.033,-0.042,0.074,0.145,0.000,0.301,0.448,1.000,0.191,1.888,6.085,0.000,2018.000,83.000,0.727,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.448,0.582,-0.039,0.000,0.068,0.000,1.000,-0.105,1.801,1.000,83.000,0.000,6.515,0.748,-0.076,0.036
AMERISOURCEBERGEN CORP,0.080,0.042,-0.052,0.094,0.014,0.000,0.115,0.904,1.000,-0.027,8.348,10.424,1.000,2016.000,96.000,0.989,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,0.906,0.107,0.010,1.000,0.013,0.000,1.000,0.043,8.738,0.603,96.000,1.000,10.472,0.958,-0.032,0.043
AMERISOURCEBERGEN CORP,0.043,0.010,-0.032,0.043,0.013,0.000,0.107,0.906,1.000,0.603,8.738,10.472,1.000,2017.000,96.000,0.958,1.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,0.929,0.120,0.044,1.000,0.009,0.000,1.000,0.097,6.704,-0.372,100.000,1.000,10.537,0.973,0.007,0.037
PCM INC,0.354,0.028,-0.123,0.151,0.014,0.000,0.031,0.996,1.000,0.387,2.096,6.450,1.000,2016.000,95.000,0.259,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,0.986,0.046,0.004,1.000,0.023,0.000,1.000,-0.025,0.914,0.241,95.000,0.000,6.607,0.285,0.092,-0.088
PCM INC,-0.025,0.004,0.092,-0.088,0.023,0.000,0.046,0.986,1.000,0.241,0.914,6.607,1.000,2017.000,95.000,0.285,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.038,0.044,0.032,1.000,0.008,0.000,1.000,-0.013,1.403,0.289,78.000,0.000,6.581,0.332,-0.154,0.185
TAITRON COMPONENTS  -CL A,0.219,-0.222,-0.310,0.089,0.000,0.000,0.071,7.067,0.000,-0.006,0.573,2.642,0.000,2016.000,84.000,0.178,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,7.710,0.037,0.052,0.000,0.003,0.000,0.000,0.102,0.796,0.007,92.000,0.000,2.608,0.141,0.023,0.029
TAITRON COMPONENTS  -CL A,0.102,0.052,0.023,0.029,0.003,0.000,0.037,7.710,0.000,0.007,0.796,2.608,0.000,2017.000,92.000,0.141,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,7.840,0.000,0.099,0.000,0.000,0.000,0.000,0.079,0.773,0.004,91.000,0.000,2.638,0.223,-0.066,0.164
TAITRON COMPONENTS  -CL A,0.079,0.099,-0.066,0.164,0.000,0.000,0.000,7.840,0.000,0.004,0.773,2.638,0.000,2018.000,91.000,0.223,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,10.848,0.000,0.057,0.000,0.001,0.000,0.000,-0.175,1.285,0.000,90.000,0.000,2.610,0.284,-0.047,0.104
CBIZ INC,0.066,0.036,-0.028,0.064,0.004,0.000,0.171,1.301,1.000,0.394,1.542,7.020,1.000,2016.000,86.000,0.620,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.341,0.153,0.043,1.000,0.010,0.000,1.000,0.069,1.589,0.313,84.000,0.000,7.070,0.608,-0.018,0.061
CBIZ INC,0.069,0.043,-0.018,0.061,0.010,0.000,0.153,1.341,1.000,0.313,1.589,7.070,1.000,2017.000,84.000,0.608,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.318,0.113,0.052,1.000,0.012,0.000,1.000,0.078,1.827,0.229,90.000,0.000,7.076,0.614,-0.037,0.089
CBIZ INC,0.078,0.052,-0.037,0.089,0.012,0.000,0.113,1.318,1.000,0.229,1.827,7.076,1.000,2018.000,90.000,0.614,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.246,0.169,0.050,1.000,0.010,0.000,1.000,0.029,2.266,0.235,90.000,0.000,7.245,0.666,-0.020,0.070
HARMONIC INC,0.077,-0.131,-0.131,0.001,0.027,0.178,0.211,1.496,1.000,0.101,1.449,6.317,1.000,2016.000,96.000,0.259,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.209,0.244,-0.163,1.000,0.022,0.189,1.000,-0.117,1.588,0.021,94.000,0.000,6.231,0.228,-0.169,0.006
HARMONIC INC,-0.117,-0.163,-0.169,0.006,0.022,0.189,0.244,1.209,1.000,0.021,1.588,6.231,1.000,2017.000,94.000,0.228,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.442,0.250,-0.041,0.000,0.014,0.175,1.000,0.126,1.800,-0.241,95.000,0.000,6.236,0.196,-0.065,0.024
HARMONIC INC,0.126,-0.041,-0.065,0.024,0.014,0.175,0.250,1.442,1.000,-0.241,1.800,6.236,0.000,2018.000,95.000,0.196,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.310,0.213,-0.010,0.000,0.018,0.144,1.000,-0.002,2.839,0.102,95.000,0.000,6.376,0.200,-0.063,0.053
DARDEN RESTAURANTS INC,0.025,0.082,-0.088,0.170,0.050,0.000,0.123,0.691,1.000,0.200,4.386,8.430,1.000,2016.000,81.000,0.551,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,0.620,0.198,0.087,1.000,0.053,0.000,1.000,0.034,5.307,0.243,80.000,0.000,8.613,0.567,-0.076,0.163
DARDEN RESTAURANTS INC,0.034,0.087,-0.076,0.163,0.053,0.000,0.198,0.620,1.000,0.243,5.307,8.613,1.000,2017.000,80.000,0.567,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,0.448,0.200,0.109,1.000,0.072,0.000,1.000,0.127,4.920,0.003,86.000,0.000,8.607,0.780,-0.074,0.183
RESMED INC,0.095,0.108,-0.060,0.168,0.018,0.036,0.268,2.223,1.000,0.198,5.248,8.089,1.000,2016.000,88.000,0.857,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,4.565,0.311,0.099,1.000,0.018,0.042,1.000,0.124,5.648,0.183,90.000,0.000,8.151,0.882,-0.021,0.119
RESMED INC,0.124,0.099,-0.021,0.119,0.018,0.042,0.311,4.565,1.000,0.183,5.648,8.151,1.000,2017.000,90.000,0.882,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,2.085,0.088,0.103,1.000,0.020,0.051,1.000,0.132,7.178,0.395,92.000,0.000,8.027,0.879,-0.062,0.165
RESMED INC,0.132,0.103,-0.062,0.165,0.020,0.051,0.088,2.085,1.000,0.395,7.178,8.027,1.000,2018.000,92.000,0.879,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,2.060,0.306,0.098,1.000,0.017,0.044,1.000,0.114,8.460,0.220,94.000,0.000,8.321,0.854,-0.013,0.112
SINCLAIR BROADCAST GP  -CL A,0.233,0.041,-0.058,0.099,0.016,0.001,0.651,1.422,0.000,0.328,5.118,8.693,1.000,2016.000,80.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.361,0.573,0.085,1.000,0.012,0.001,0.000,-0.001,2.455,-0.145,81.000,0.000,8.822,0.951,0.021,0.064
DISH NETWORK CORP,0.002,0.052,-0.048,0.100,0.021,0.000,0.553,1.829,1.000,0.363,5.812,10.243,1.000,2016.000,91.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,0.680,0.508,0.070,1.000,0.015,0.001,1.000,-0.047,3.211,-0.312,92.000,0.000,10.301,0.944,-0.023,0.093
DISH NETWORK CORP,-0.047,0.070,-0.023,0.093,0.015,0.001,0.508,0.680,1.000,-0.312,3.211,10.301,1.000,2017.000,92.000,0.944,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,0.689,0.452,0.051,1.000,0.013,0.001,1.000,-0.054,1.359,0.244,98.000,0.000,10.328,1.000,-0.031,0.082
DISH NETWORK CORP,-0.054,0.051,-0.031,0.082,0.013,0.001,0.452,0.689,1.000,0.244,1.359,10.328,1.000,2018.000,98.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,0.893,0.393,0.042,1.000,0.017,0.001,1.000,-0.060,1.604,0.232,112.000,0.000,10.411,1.000,-0.038,0.080
HAWAIIAN HOLDINGS INC,0.057,0.087,-0.067,0.154,0.066,0.000,0.184,0.962,0.000,0.380,4.476,7.904,1.000,2016.000,83.000,0.987,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.787,0.179,0.127,1.000,0.119,0.000,0.000,0.100,2.111,0.113,84.000,0.000,7.959,1.000,0.012,0.116
HAWAIIAN HOLDINGS INC,0.100,0.127,0.012,0.116,0.119,0.000,0.179,0.787,0.000,0.113,2.111,7.959,1.000,2017.000,84.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.701,0.190,0.073,1.000,0.152,0.000,0.000,0.053,1.352,0.226,87.000,0.000,8.070,1.000,-0.086,0.159
HAWAIIAN HOLDINGS INC,0.053,0.073,-0.086,0.159,0.152,0.000,0.190,0.701,0.000,0.226,1.352,8.070,1.000,2018.000,87.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.814,0.292,0.054,1.000,0.096,0.000,0.000,-0.002,1.249,0.266,87.000,0.000,8.325,1.000,-0.063,0.118
DAVE & BUSTER'S ENTMT INC,0.159,0.086,-0.133,0.220,0.172,0.000,0.244,0.448,0.000,0.367,5.230,6.959,1.000,2017.000,78.000,0.836,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,0.457,0.293,0.101,1.000,0.175,0.000,0.000,0.134,4.470,0.227,76.000,0.000,7.088,0.902,-0.120,0.221
DAVE & BUSTER'S ENTMT INC,0.134,0.101,-0.120,0.221,0.175,0.000,0.293,0.457,0.000,0.227,4.470,7.088,1.000,2018.000,76.000,0.902,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,0.448,0.297,0.092,1.000,0.170,0.000,0.000,0.110,4.978,0.207,77.000,0.000,7.149,0.876,-0.173,0.262
GLOBAL INDUSTRIAL CO,-0.094,-0.058,0.044,-0.101,0.006,0.000,0.000,1.573,1.000,1.000,1.510,6.339,1.000,2016.000,93.000,0.125,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.565,0.000,0.073,1.000,0.005,0.000,1.000,-0.247,5.827,-0.075,92.000,0.000,6.312,0.203,-0.009,0.083
GLOBAL INDUSTRIAL CO,-0.247,0.073,-0.009,0.083,0.005,0.000,0.000,1.565,1.000,-0.075,5.827,6.312,1.000,2017.000,92.000,0.203,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.310,0.000,0.208,1.000,0.008,0.000,1.000,-0.291,6.477,0.213,98.000,0.000,6.273,0.286,0.125,-0.042
GLOBAL INDUSTRIAL CO,-0.291,0.208,0.125,-0.042,0.008,0.000,0.000,1.310,1.000,0.213,6.477,6.273,1.000,2018.000,98.000,0.286,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.904,0.148,0.122,1.000,0.017,0.000,1.000,0.056,5.402,0.244,95.000,0.000,5.984,0.554,-0.050,0.172
WABTEC CORP,-0.114,0.046,-0.022,0.068,0.008,0.011,0.268,1.982,1.000,0.241,3.591,8.792,1.000,2016.000,85.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.440,0.277,0.040,1.000,0.014,0.014,1.000,0.324,2.784,0.255,84.000,0.000,8.792,1.000,0.011,0.029
WABTEC CORP,0.324,0.040,0.011,0.029,0.014,0.014,0.277,1.440,1.000,0.255,2.784,8.792,1.000,2017.000,84.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.702,0.439,0.034,1.000,0.011,0.010,1.000,0.124,2.369,0.206,91.000,1.000,9.065,0.953,-0.002,0.036
WABTEC CORP,0.124,0.034,-0.002,0.036,0.011,0.010,0.439,2.702,1.000,0.206,2.369,9.065,1.000,2018.000,91.000,0.953,1.000,"Manufacturing, Energy, and Utilities",2019.000,1.287,0.229,0.017,1.000,0.010,0.011,1.000,0.719,1.498,0.269,92.000,1.000,9.849,0.629,-0.036,0.054
ACACIA RESEARCH CORP,0.719,-0.469,-0.368,0.093,0.000,0.000,0.000,6.492,0.000,-0.011,0.781,5.411,0.000,2018.000,162.000,0.027,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,10.848,0.006,-0.078,0.000,0.001,0.000,0.000,-0.386,0.774,0.096,85.000,0.000,5.385,0.019,-0.068,-0.011
WAYSIDE TECHNOLOGY GROUP INC,0.094,0.052,0.056,-0.005,0.009,0.000,0.000,1.316,1.000,0.339,2.265,4.734,0.000,2016.000,79.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.454,0.000,0.049,0.000,0.003,0.000,1.000,0.075,1.922,0.408,82.000,0.000,4.632,1.000,0.069,-0.020
WAYSIDE TECHNOLOGY GROUP INC,0.075,0.049,0.069,-0.020,0.003,0.000,0.000,1.454,1.000,0.408,1.922,4.632,0.000,2017.000,82.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.543,0.000,0.033,0.000,0.002,0.000,1.000,-0.386,1.108,0.309,87.000,0.000,4.682,1.000,-0.096,0.129
WAYSIDE TECHNOLOGY GROUP INC,-0.386,0.033,-0.096,0.129,0.002,0.000,0.000,1.543,1.000,0.309,1.108,4.682,0.000,2018.000,87.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.544,0.017,0.054,0.000,0.001,0.000,1.000,0.151,1.613,0.250,88.000,0.000,4.839,1.000,0.028,0.026
GSE SYSTEMS INC,-0.065,0.027,-0.163,0.189,0.001,0.026,0.000,1.396,1.000,0.198,3.121,3.983,0.000,2016.000,85.000,0.241,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.460,0.000,0.095,0.000,0.002,0.024,1.000,0.335,2.128,-1.000,89.000,0.000,4.041,0.235,-0.041,0.136
GSE SYSTEMS INC,0.335,0.095,-0.041,0.136,0.002,0.024,0.000,1.460,1.000,-1.000,2.128,4.041,0.000,2017.000,89.000,0.235,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.567,0.108,-0.006,0.000,0.008,0.015,1.000,0.301,1.342,1.000,86.000,0.000,4.118,0.285,0.051,-0.057
AMCON DISTRIBUTING CO,0.020,0.053,-0.110,0.164,0.014,0.000,0.121,3.088,0.000,0.417,0.937,4.721,0.000,2016.000,88.000,0.612,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,3.663,0.240,0.022,0.000,0.019,0.000,0.000,-0.003,0.918,0.458,88.000,0.000,4.881,0.567,0.125,-0.104
AMCON DISTRIBUTING CO,-0.003,0.022,0.125,-0.104,0.019,0.000,0.240,3.663,0.000,0.458,0.918,4.881,0.000,2017.000,88.000,0.567,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,3.369,0.279,0.026,0.000,0.023,0.000,0.000,0.053,0.829,0.244,95.000,0.000,4.941,0.564,-0.016,0.042
AMCON DISTRIBUTING CO,0.053,0.026,-0.016,0.042,0.023,0.000,0.279,3.369,0.000,0.244,0.829,4.941,0.000,2018.000,95.000,0.564,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,4.269,0.403,0.020,0.000,0.028,0.000,0.000,0.072,0.694,0.334,96.000,0.000,5.061,0.490,0.093,-0.073
ATLAS AIR WORLDWIDE HLDG INC,0.009,0.010,-0.045,0.055,0.086,0.000,0.392,0.634,1.000,0.523,0.860,8.354,1.000,2016.000,82.000,0.336,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.796,0.405,0.045,1.000,0.110,0.000,1.000,0.172,0.829,-0.565,84.000,0.000,8.508,0.298,-0.022,0.067
ATLAS AIR WORLDWIDE HLDG INC,0.172,0.045,-0.022,0.067,0.110,0.000,0.405,0.796,1.000,-0.565,0.829,8.508,1.000,2017.000,84.000,0.298,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.770,0.398,0.049,1.000,0.129,0.000,1.000,0.242,0.522,0.125,91.000,0.000,8.619,0.280,-0.028,0.077
ATLAS AIR WORLDWIDE HLDG INC,0.242,0.049,-0.028,0.077,0.129,0.000,0.398,0.770,1.000,0.125,0.522,8.619,1.000,2018.000,91.000,0.280,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.575,0.441,-0.054,1.000,0.065,0.000,1.000,0.023,0.446,0.380,92.000,0.000,8.591,0.177,-0.110,0.056
KFORCE INC,0.000,0.090,-0.018,0.108,0.034,0.000,0.316,2.681,0.000,0.414,5.085,5.901,1.000,2016.000,89.000,0.389,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,2.932,0.310,0.087,1.000,0.015,0.000,0.000,0.029,4.951,0.481,88.000,0.000,5.951,0.772,0.010,0.076
KFORCE INC,0.029,0.087,0.010,0.076,0.015,0.000,0.310,2.932,0.000,0.481,4.951,5.951,1.000,2017.000,88.000,0.772,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,2.750,0.193,0.153,1.000,0.014,0.000,0.000,0.044,4.782,0.249,118.000,0.000,5.940,0.882,-0.078,0.231
KFORCE INC,0.044,0.153,-0.078,0.231,0.014,0.000,0.193,2.750,0.000,0.249,4.782,5.940,1.000,2018.000,118.000,0.882,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,2.886,0.209,0.208,1.000,0.027,0.000,0.000,-0.050,5.441,0.236,93.000,0.000,5.943,0.922,0.125,0.175
INTEGRA LIFESCIENCES HOLDNGS,0.124,0.041,-0.023,0.064,0.026,0.032,0.368,4.006,1.000,0.175,3.817,7.500,1.000,2016.000,95.000,0.558,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,2.356,0.555,0.020,1.000,0.014,0.020,1.000,0.198,3.899,-1.000,95.000,0.000,8.074,0.550,-0.016,0.036
INTEGRA LIFESCIENCES HOLDNGS,0.198,0.020,-0.016,0.036,0.014,0.020,0.555,2.356,1.000,-1.000,3.899,8.074,1.000,2017.000,95.000,0.550,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,2.952,0.428,0.020,1.000,0.025,0.025,1.000,0.239,2.792,-0.059,100.000,0.000,8.042,0.581,-0.045,0.064
INTEGRA LIFESCIENCES HOLDNGS,0.239,0.020,-0.045,0.064,0.025,0.025,0.428,2.952,1.000,-0.059,2.792,8.042,1.000,2018.000,100.000,0.581,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,2.590,0.424,0.015,1.000,0.021,0.044,1.000,0.031,3.532,0.165,101.000,0.000,8.103,0.598,-0.055,0.070
CRAFT BREW ALLIANCE INC,-0.008,-0.002,-0.038,0.037,0.078,0.000,0.138,1.462,0.000,-0.046,2.720,5.311,0.000,2016.000,78.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,2.207,0.156,0.045,0.000,0.087,0.000,0.000,0.016,2.835,-1.000,78.000,0.000,5.345,0.444,-0.035,0.080
